semestre_plan	codigo	nombre_plan	sede	grupo	tipo	modalidad	periodo	creditos_guia	horas_guia	profesor	horario_original	archivo_fuente
2	FI1201	laboratorio física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	9	Regular	SEMESTRE	1	1	2	PEREZ HIDALGO JOSE ESTEBAN	JUE[09:30-11:20]	Guia de Horario de la Escuela FI.mhtml
2	FI1201	laboratorio física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	5	Regular	SEMESTRE	1	1	2	PINEDA LIZANO JUAN JOSE	MAR[17:00-18:50]	Guia de Horario de la Escuela FI.mhtml
2	FI1201	laboratorio física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	7	Regular	SEMESTRE	1	1	2	PINEDA LIZANO JUAN JOSE	MIE[17:00-18:50]	Guia de Horario de la Escuela FI.mhtml
2	FI1201	laboratorio física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Regular	SEMESTRE	1	1	2	SEGURA ZARATE ANA YANCY	MAR[07:30-09:20]	Guia de Horario de la Escuela FI.mhtml
2	FI1201	laboratorio física general i	CAMPUS TECNOLOGICO CENTRAL CARTAGO	12	Regular	SEMESTRE	1	1	2	SEVILLA QUESADA EVAR	MAR[13:00-14:50]	Guia de Horario de la Escuela FI.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	5	Regular	SEMESTRE	1	1	2	BOJORGE MURILLO ALEXANDER	MIE[09:30-11:20]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	7	Regular	SEMESTRE	1	1	2	BOJORGE MURILLO ALEXANDER	LUN[18:00-19:50]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	11	Regular	SEMESTRE	1	1	2	BOJORGE MURILLO ALEXANDER	MIE[15:00-16:50]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	17	Regular	SEMESTRE	1	1	2	BOJORGE MURILLO ALEXANDER	MAR[09:30-11:20]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	20	Virtual	SEMESTRE	1	1	2	BOJORGE MURILLO ALEXANDER	MAR[15:00-16:50]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Regular	SEMESTRE	1	1	2	EDUARTE RODRIGUEZ DAVID	LUN[09:30-11:20]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	6	Regular	SEMESTRE	1	1	2	EDUARTE RODRIGUEZ DAVID	MIE[09:30-11:20]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	18	Regular	SEMESTRE	1	1	2	EDUARTE RODRIGUEZ DAVID	JUE[09:30-11:20]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Regular	SEMESTRE	1	1	2	GARRO REYES MAURICIO	LUN[07:30-09:20]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	8	Regular	SEMESTRE	1	1	2	GARRO REYES MAURICIO	VIE[15:00-16:50]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	12	Regular	SEMESTRE	1	1	2	GARRO REYES MAURICIO	MIE[09:30-11:20]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	14	Regular	SEMESTRE	1	1	2	MENESES MARIN GUILLERMO	MAR[09:30-11:20]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	16	Regular	SEMESTRE	1	1	2	MENESES MARIN GUILLERMO	VIE[13:00-14:50]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	19	Regular	SEMESTRE	1	1	2	MENESES MARIN GUILLERMO	MAR[16:00-17:50]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	21	Virtual	SEMESTRE	1	1	2	MESEN MONTENEGRO VLADIMIR	MIE[17:00-18:50]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	4	Regular	SEMESTRE	1	1	2	MORA SANCHEZ AMILKAR	VIE[09:30-11:20]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	9	Regular	SEMESTRE	1	1	2	MORA SANCHEZ AMILKAR	MAR[09:30-11:20]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	3	Regular	SEMESTRE	1	1	2	ORTIZ ACUÑA LEONARDO	JUE[09:30-11:20]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	10	Regular	SEMESTRE	1	1	2	ORTIZ ACUÑA LEONARDO	LUN[09:30-11:20]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	13	Regular	SEMESTRE	1	1	2	ORTIZ ACUÑA LEONARDO	JUE[13:00-14:50]	Guia de Horario de la Escuela CS.mhtml
2	CS1502	introducción a la técnica ciencia y tecnología	CAMPUS TECNOLOGICO CENTRAL CARTAGO	15	Regular	SEMESTRE	1	1	2	VARGAS ELIZONDO CELSO	MIE[07:30-09:20]	Guia de Horario de la Escuela CS.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	16	Semipresencial	SEMESTRE	1	4	4	ACUÑA PRADO LUIS	SAB[07:30-11:20]	Guia de Horario de la Escuela MA.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Regular	SEMESTRE	1	4	4	ALPIZAR BRENES GEISEL	MAR[07:30-09:20] JUE[07:30-09:20]	Guia de Horario de la Escuela MA.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	15	Semipresencial	SEMESTRE	1	4	4	ALPIZAR BRENES GEISEL	MIE[18:00-19:50] VIE[18:00-19:50]	Guia de Horario de la Escuela MA.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Asistida	SEMESTRE	1	4	4	ALVARADO SOLANO ANDY	MAR[07:30-09:20] JUE[07:30-09:20]	Guia de Horario de la Escuela MA.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	12	Regular	SEMESTRE	1	4	4	CALDERON SOLANO MANUEL	MIE[15:00-16:50] VIE[15:00-16:50]	Guia de Horario de la Escuela MA.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	4	Regular	SEMESTRE	1	4	4	CHACON VARGAS ERICK	MAR[13:00-14:50] JUE[13:00-14:50]	Guia de Horario de la Escuela MA.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	7	Grupo RN	SEMESTRE	1	4	4	CHACON VARGAS ERICK	MAR[18:00-19:50] JUE[18:00-19:50]	Guia de Horario de la Escuela MA.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	10	Regular	SEMESTRE	1	4	4	CHAVARRIA MOLINA JEFFRY	MIE[09:30-11:20] VIE[09:30-11:20]	Guia de Horario de la Escuela MA.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	3	Regular	SEMESTRE	1	4	4	FALLAS MONGE JUAN JOSE	MAR[09:30-11:20] JUE[09:30-11:20]	Guia de Horario de la Escuela MA.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	11	Regular	SEMESTRE	1	4	4	GUTIERREZ MONTENEGRO MARCO VINICIO	MIE[13:00-14:50] VIE[13:00-14:50]	Guia de Horario de la Escuela MA.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	13	Regular	SEMESTRE	1	4	4	MARRERO CALVO MARCELA	MIE[09:30-11:20] VIE[09:30-11:20]	Guia de Horario de la Escuela MA.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	9	Regular	SEMESTRE	1	4	4	MORA PICADO LUIS FERNANDO	MIE[07:30-09:20] VIE[07:30-09:20]	Guia de Horario de la Escuela MA.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	5	Regular	SEMESTRE	1	4	4	NUÑEZ VANEGAS FELIX	MAR[15:00-16:50] JUE[15:00-16:50]	Guia de Horario de la Escuela MA.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	14	Regular	SEMESTRE	1	4	4	NUÑEZ VANEGAS FELIX	MIE[18:00-19:50] VIE[18:00-19:50]	Guia de Horario de la Escuela MA.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	8	Regular	SEMESTRE	1	4	4	RAMIREZ BOGANTES MELVIN	MIE[13:00-14:50] VIE[13:00-14:50]	Guia de Horario de la Escuela MA.mhtml
2	MA1103	cálculo y álgebra lineal	CAMPUS TECNOLOGICO CENTRAL CARTAGO	6	Regular	SEMESTRE	1	4	4	ROSALES ORTEGA JOSE	MAR[16:00-17:50] JUE[16:00-17:50]	Guia de Horario de la Escuela MA.mhtml
2	CI1407	habilidades de comunicación en ingeniería	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Virtual	SEMESTRE	1	2	6	MORALES GARAY SARAY	MAR[17:00-19:50]	CI1407_usuario
2	CI1407	habilidades de comunicación en ingeniería	CAMPUS TECNOLOGICO CENTRAL CARTAGO	4	Virtual	SEMESTRE	1	2	6	MORALES GARAY SARAY	JUE[13:00-15:50]	CI1407_usuario
3	CE2103	algoritmos y estructuras de datos ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Semipresencial	SEMESTRE	1	4	12	ARAYA MARTINEZ LEONARDO	MIE[17:00-18:50] VIE[17:00-18:50]	Guia de Horario de la Escuela CE.mhtml
3	CE2103	algoritmos y estructuras de datos ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Semipresencial	SEMESTRE	1	4	12	RAMIREZ HERRERA JOSE ISAAC	MIE[19:00-20:50] VIE[19:00-20:50]	Guia de Horario de la Escuela CE.mhtml
3	EL2113	circuitos eléctricos en corriente continua	CAMPUS TECNOLOGICO CENTRAL CARTAGO	4	Regular	SEMESTRE	1	4	4	HERNANDEZ RIVERA MIGUEL	LUN[07:30-09:20] MIE[07:30-09:20]	Guia de Horario de la Escuela.mhtml
3	EL2113	circuitos eléctricos en corriente continua	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Regular	SEMESTRE	1	4	4	PEREZ RODRIGUEZ JAVIER	MAR[09:30-11:20] JUE[09:30-11:20]	Guia de Horario de la Escuela.mhtml
3	EL2113	circuitos eléctricos en corriente continua	CAMPUS TECNOLOGICO CENTRAL CARTAGO	3	Semipresencial	SEMESTRE	1	4	4	PICADO GARCIA FABIAN ALBERTO	LUN[07:30-11:20]	Guia de Horario de la Escuela.mhtml
3	EL2113	circuitos eléctricos en corriente continua	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Regular	SEMESTRE	1	4	4	VEGA CASTILLO PAOLA	MIE[09:30-11:20] VIE[09:30-11:20]	Guia de Horario de la Escuela.mhtml
3	FI1102	física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	6	Virtual	SEMESTRE	1	3	4	CASTILLO FALLAS JOSE CARLOS	MAR[17:00-18:50] JUE[17:00-18:50]	Guia de Horario de la Escuela FI.mhtml
3	FI1102	física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	9	Regular	SEMESTRE	1	3	4	CORRALES QUESADA ESTEBAN	MIE[15:00-16:50] VIE[15:00-16:50]	Guia de Horario de la Escuela FI.mhtml
3	FI1102	física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	11	Virtual	SEMESTRE	1	3	4	CORRALES QUESADA ESTEBAN	MAR[09:30-11:20] JUE[09:30-11:20]	Guia de Horario de la Escuela FI.mhtml
3	FI1102	física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	4	Semipresencial	SEMESTRE	1	3	4	ELIZONDO ZUÑIGA JENNIFER	MAR[13:00-14:50] JUE[13:00-14:50]	Guia de Horario de la Escuela FI.mhtml
3	FI1102	física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	8	Semipresencial	SEMESTRE	1	3	4	ELIZONDO ZUÑIGA JENNIFER	MIE[13:00-14:50] VIE[13:00-14:50]	Guia de Horario de la Escuela FI.mhtml
3	FI1102	física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	3	Regular	SEMESTRE	1	3	4	LOBO ZAMORA JUAN CARLOS	MAR[09:30-11:20] JUE[09:30-11:20]	Guia de Horario de la Escuela FI.mhtml
3	FI1102	física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	7	Regular	SEMESTRE	1	3	4	MURILLO ZUMBADO GUSTAVO	MIE[09:30-11:20] VIE[09:30-11:20]	Guia de Horario de la Escuela FI.mhtml
3	FI1102	física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Semipresencial	SEMESTRE	1	3	4	PEREZ HIDALGO JOSE ESTEBAN	MAR[07:30-09:20] JUE[07:30-09:20]	Guia de Horario de la Escuela FI.mhtml
3	FI1102	física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	5	Regular	SEMESTRE	1	3	4	PINEDA LIZANO JUAN JOSE	MAR[15:00-16:50] JUE[15:00-16:50]	Guia de Horario de la Escuela FI.mhtml
3	FI1102	física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	10	Grupo RN	SEMESTRE	1	3	4	SOTO CHINCHILLA YERRY	MAR[15:00-16:50] JUE[15:00-16:50]	Guia de Horario de la Escuela FI.mhtml
3	FI1102	física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Virtual	SEMESTRE	1	3	4	VARGAS BLANCO IVAN	MAR[09:30-11:20] JUE[09:30-11:20]	Guia de Horario de la Escuela FI.mhtml
3	FI1202	laboratorio física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	5	Regular	SEMESTRE	1	1	2	GUTIERREZ CHAVES CARLOS ROBERTO	MIE[09:30-11:20]	Guia de Horario de la Escuela FI.mhtml
3	FI1202	laboratorio física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	8	Regular	SEMESTRE	1	1	2	JIMENEZ CARBALLO CARLOS ADRIAN	JUE[09:30-11:20]	Guia de Horario de la Escuela FI.mhtml
3	FI1202	laboratorio física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	9	Regular	SEMESTRE	1	1	2	JIMENEZ CARBALLO CARLOS ADRIAN	JUE[15:00-16:50]	Guia de Horario de la Escuela FI.mhtml
3	FI1202	laboratorio física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	4	Regular	SEMESTRE	1	1	2	MURILLO ZUMBADO GUSTAVO	MIE[07:30-09:20]	Guia de Horario de la Escuela FI.mhtml
3	FI1202	laboratorio física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	10	Regular	SEMESTRE	1	1	2	MURILLO ZUMBADO GUSTAVO	VIE[07:30-09:20]	Guia de Horario de la Escuela FI.mhtml
3	FI1202	laboratorio física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Regular	SEMESTRE	1	1	2	OREAMUNO MADRIZ RAFAEL	MAR[09:30-11:20]	Guia de Horario de la Escuela FI.mhtml
3	FI1202	laboratorio física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Regular	SEMESTRE	1	1	2	ROJAS ROJAS LAURA	MAR[13:00-14:50]	Guia de Horario de la Escuela FI.mhtml
3	FI1202	laboratorio física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	6	Regular	SEMESTRE	1	1	2	SEGURA CARVAJAL MARCOS	MIE[15:00-16:50]	Guia de Horario de la Escuela FI.mhtml
3	FI1202	laboratorio física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	7	Regular	SEMESTRE	1	1	2	SEGURA CARVAJAL MARCOS	MIE[17:00-18:50]	Guia de Horario de la Escuela FI.mhtml
3	FI1202	laboratorio física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	3	Regular	SEMESTRE	1	1	2	SEVILLA QUESADA EVAR	MAR[17:00-18:50]	Guia de Horario de la Escuela FI.mhtml
3	FI1202	laboratorio física general ii	CAMPUS TECNOLOGICO CENTRAL CARTAGO	11	Regular	SEMESTRE	1	1	2	SOTO CHINCHILLA YERRY	VIE[15:00-16:50]	Guia de Horario de la Escuela FI.mhtml
3	MA2104	cálculo superior	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Semipresencial	SEMESTRE	1	4	4	FALLAS MONGE JUAN JOSE	MAR[18:00-19:50] JUE[18:00-19:50]	Guia de Horario de la Escuela MA.mhtml
3	MA2104	cálculo superior	CAMPUS TECNOLOGICO CENTRAL CARTAGO	3	Regular	SEMESTRE	1	4	4	MONGE FALLAS JORGE	MIE[15:00-16:50] VIE[15:00-16:50]	Guia de Horario de la Escuela MA.mhtml
3	MA2104	cálculo superior	CAMPUS TECNOLOGICO CENTRAL CARTAGO	6	Regular	SEMESTRE	1	4	4	MORA PICADO LUIS FERNANDO	MIE[13:00-14:50] VIE[13:00-14:50]	Guia de Horario de la Escuela MA.mhtml
3	MA2104	cálculo superior	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Regular	SEMESTRE	1	4	4	PARRA RODRIGUEZ EMMANUELLE	MIE[07:30-09:20] VIE[07:30-09:20]	Guia de Horario de la Escuela MA.mhtml
3	MA2104	cálculo superior	CAMPUS TECNOLOGICO CENTRAL CARTAGO	4	Regular	SEMESTRE	1	4	4	PARRA RODRIGUEZ EMMANUELLE	MAR[09:30-11:20] JUE[09:30-11:20]	Guia de Horario de la Escuela MA.mhtml
3	MA2104	cálculo superior	CAMPUS TECNOLOGICO CENTRAL CARTAGO	7	Tutoría	SEMESTRE	1	4	4	PARRA RODRIGUEZ EMMANUELLE	MAR[07:30-09:20] JUE[07:30-09:20]	Guia de Horario de la Escuela MA.mhtml
3	MA2104	cálculo superior	CAMPUS TECNOLOGICO CENTRAL CARTAGO	5	Semipresencial	SEMESTRE	1	4	4	SOTO CASCANTE EMANUELLE	SAB[07:30-11:20]	Guia de Horario de la Escuela MA.mhtml
3	CS2101	ambiente humano	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Virtual	SEMESTRE	1	2	6	FRANCESCHI SOJO KATTIA	MIE[09:30-12:20]	Guia de Horario de la Escuela CS.mhtml
3	CS2101	ambiente humano	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Virtual	SEMESTRE	1	2	6	FRANCESCHI SOJO KATTIA	MIE[13:00-15:50]	Guia de Horario de la Escuela CS.mhtml
3	CS2101	ambiente humano	CAMPUS TECNOLOGICO CENTRAL CARTAGO	4	Virtual	SEMESTRE	1	2	6	ORTIZ ALVAREZ JORGE ISAAC	JUE[07:30-10:20]	Guia de Horario de la Escuela CS.mhtml
3	CS2101	ambiente humano	CAMPUS TECNOLOGICO CENTRAL CARTAGO	5	Virtual	SEMESTRE	1	2	6	ORTIZ ALVAREZ JORGE ISAAC	MIE[09:30-12:20]	Guia de Horario de la Escuela CS.mhtml
3	CS2101	ambiente humano	CAMPUS TECNOLOGICO CENTRAL CARTAGO	6	Regular	SEMESTRE	1	2	6	RODRIGUEZ MORALES OSCAR	LUN[07:30-10:20]	Guia de Horario de la Escuela CS.mhtml
3	CS2101	ambiente humano	CAMPUS TECNOLOGICO CENTRAL CARTAGO	7	Virtual	SEMESTRE	1	2	6	RODRIGUEZ MORALES OSCAR	LUN[18:00-20:50]	Guia de Horario de la Escuela CS.mhtml
3	CS2101	ambiente humano	CAMPUS TECNOLOGICO CENTRAL CARTAGO	3	Semipresencial	SEMESTRE	1	2	6	ROJAS MOLINA BETSY	MAR[09:30-12:20]	Guia de Horario de la Escuela CS.mhtml
4	CE1106	paradigmas de programación	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Semipresencial	SEMESTRE	1	3	9	RIVERA MENESES MARCO	MAR[17:00-18:50] JUE[17:00-18:50]	Guia de Horario de la Escuela CE.mhtml
4	EL2114	circuitos eléctricos en corriente alterna	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Semipresencial	SEMESTRE	1	4	4	CABRERA QUIROS LAURA CRISTINA	MIE[09:30-11:20] VIE[09:30-11:20]	Guia de Horario de la Escuela.mhtml
4	EL2114	circuitos eléctricos en corriente alterna	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Semipresencial	SEMESTRE	1	4	4	QUIROS SOLANO WILLIAM	MAR[13:00-14:50] JUE[13:00-14:50]	Guia de Horario de la Escuela.mhtml
4	EL2114	circuitos eléctricos en corriente alterna	CAMPUS TECNOLOGICO CENTRAL CARTAGO	3	Semipresencial	SEMESTRE	1	4	4	QUIROS SOLANO WILLIAM	MIE[07:30-09:20] VIE[07:30-09:20]	Guia de Horario de la Escuela.mhtml
4	EL2207	elementos activos	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Semipresencial	SEMESTRE	1	4	4	MONTERO RODRIGUEZ JUAN JOSE	MAR[07:30-09:20] JUE[07:30-09:20]	Guia de Horario de la Escuela.mhtml
4	EL2207	elementos activos	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Regular	SEMESTRE	1	4	4	SEGURA QUIROS CARLOS	MAR[15:00-16:50] JUE[15:00-16:50]	Guia de Horario de la Escuela.mhtml
4	EL2207	elementos activos	CAMPUS TECNOLOGICO CENTRAL CARTAGO	3	Regular	SEMESTRE	1	4	4	VEGA CASTILLO PAOLA	MIE[15:00-16:50] VIE[15:00-16:50]	Guia de Horario de la Escuela.mhtml
4	CE2201	laboratorio de circuitos eléctricos	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Regular	SEMESTRE	1	1	3	LEITON JIMENEZ JASON	LUN[09:30-11:20]	Guia de Horario de la Escuela CE.mhtml
4	PI2609	probabilidad y estadística	CAMPUS TECNOLOGICO CENTRAL CARTAGO	3	Regular	SEMESTRE	1	2	3	DANIELS CHAN ESTEBAN	VIE[17:00-19:50]	Guia de Horario de la Escuela PI.mhtml
4	PI2609	probabilidad y estadística	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Regular	SEMESTRE	1	2	3	HASBUM FERNANDEZ  IVANNIA	VIE[13:00-15:50]	Guia de Horario de la Escuela PI.mhtml
4	PI2609	probabilidad y estadística	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Regular	SEMESTRE	1	2	3	LOPEZ FALLAS BRYAN	MAR[17:00-19:50]	Guia de Horario de la Escuela PI.mhtml
4	PI2609	probabilidad y estadística	CAMPUS TECNOLOGICO CENTRAL CARTAGO	4	Regular	SEMESTRE	1	2	3	SALAS CERDAS LISS	LUN[17:00-19:50]	Guia de Horario de la Escuela PI.mhtml
4	SO4604	seguridad y salud ocupacional	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Regular	SEMESTRE	1	3	3	MEDINA ESCOBAR MARIA LOURDES	JUE[13:00-15:50]	Guia de Horario de la Escuela SO.mhtml
4	SO4604	seguridad y salud ocupacional	CAMPUS TECNOLOGICO CENTRAL CARTAGO	3	Regular	SEMESTRE	1	3	3	MONNEY BARRANTES MONICA	JUE[17:00-19:50]	Guia de Horario de la Escuela SO.mhtml
4	SO4604	seguridad y salud ocupacional	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Regular	SEMESTRE	1	3	3	MORALES MARTINEZ GABRIELA	LUN[07:30-10:20]	Guia de Horario de la Escuela SO.mhtml
4	SO4604	seguridad y salud ocupacional	CAMPUS TECNOLOGICO CENTRAL CARTAGO	4	Regular	SEMESTRE	1	3	3	MORALES MARTINEZ GABRIELA	MIE[13:00-15:50]	Guia de Horario de la Escuela SO.mhtml
1	SE1101	Artes dramáticas	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Regular	SEMESTRE	1	0	2	DE SIMONE CASTELLON ALEXANDRA	LUN[09:30-11:20]	Guia de Horario de la Escuela CD.mhtml
1	SE1101	Artes dramáticas	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Regular	SEMESTRE	1	0	2	GOMEZ JIMENEZ ANDREA	MAR[15:00-16:50]	Guia de Horario de la Escuela CD.mhtml
1	SE1101	Artes dramáticas	CAMPUS TECNOLOGICO CENTRAL CARTAGO	3	Regular	SEMESTRE	1	0	2	GOMEZ JIMENEZ ANDREA	MAR[18:00-19:50]	Guia de Horario de la Escuela CD.mhtml
1	SE1101	Artes dramáticas	CAMPUS TECNOLOGICO CENTRAL CARTAGO	4	Regular	SEMESTRE	1	0	2	GOMEZ JIMENEZ ANDREA	MIE[15:00-16:50]	Guia de Horario de la Escuela CD.mhtml
1	SE1102	Acción social	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Regular	SEMESTRE	1	0	2	VALERIN ROJAS SOFIA	LUN[09:30-11:20]	Guia de Horario de la Escuela CD.mhtml
1	SE1102	Acción social	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Virtual	SEMESTRE	1	0	2	VALERIN ROJAS SOFIA	MAR[07:30-09:20]	Guia de Horario de la Escuela CD.mhtml
1	SE1103	Danza	CAMPUS TECNOLOGICO CENTRAL CARTAGO	1	Semipresencial	SEMESTRE	1	0	2	SANCHO MARTINEZ LAURA KARINA	MIE[15:00-16:50]	Guia de Horario de la Escuela CD.mhtml
1	SE1103	Danza	CAMPUS TECNOLOGICO CENTRAL CARTAGO	3	Semipresencial	SEMESTRE	1	0	2	SANCHO MARTINEZ LAURA KARINA	JUE[09:30-11:20]	Guia de Horario de la Escuela CD.mhtml
1	SE1103	Danza	CAMPUS TECNOLOGICO CENTRAL CARTAGO	2	Regular	SEMESTRE	1	0	2	VALVERDE JARA ANA	MIE[18:00-19:50]	Guia de Horario de la Escuela CD.mhtml
1	SE1103	Danza	CAMPUS TECNOLOGICO CENTRAL CARTAGO	4	Regular	SEMESTRE	1	0	2	VALVERDE JARA ANA	VIE[09:30-11:20]	Guia de Horario de la Escuela CD.mhtml
